MB	Food No.	Food Name	Anal Type	Sample Qualifier	Replicate No.	Element	Conc	Unit	Trace	LOD	LOQ	Result Qualifier and Remarks	Method	Instrument	Batch ID
200301	17	"Ham, cured (not canned), baked"	O			Nickel	0	mg/kg		0.03	0.1		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	17	"Ham, cured (not canned), baked"	O			Phosphorus	2840	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	17	"Ham, cured (not canned), baked"	O			Potassium	3200	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	17	"Ham, cured (not canned), baked"	O			Selenium	0.353	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	17	"Ham, cured (not canned), baked"	O			Sodium	10600	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	17	"Ham, cured (not canned), baked"	O			Zinc	20.8	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	18	"Pork chop, pan-cooked w/ oil"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	314
200301	18	"Pork chop, pan-cooked w/ oil"	O			Cadmium	0	mg/kg		0.002	0.007		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	18	"Pork chop, pan-cooked w/ oil"	O	RAP	1	Calcium	355	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	18	"Pork chop, pan-cooked w/ oil"	O	RAP	1	Copper	0.697	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	18	"Pork chop, pan-cooked w/ oil"	O	RAP	1	Iron	9.02	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	18	"Pork chop, pan-cooked w/ oil"	O			Lead	0	mg/kg		0.01	0.04		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	18	"Pork chop, pan-cooked w/ oil"	O	RAP	1	Magnesium	277	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	18	"Pork chop, pan-cooked w/ oil"	O	RAP	1	Manganese	0	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	18	"Pork chop, pan-cooked w/ oil"	O			Nickel	0	mg/kg		0.03	0.08		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	18	"Pork chop, pan-cooked w/ oil"	O	RAP	1	Phosphorus	3510	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	18	"Pork chop, pan-cooked w/ oil"	O	RAP	1	Potassium	5870	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	18	"Pork chop, pan-cooked w/ oil"	O			Selenium	0.216	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	314
200301	18	"Pork chop, pan-cooked w/ oil"	O	RAP	1	Sodium	2930	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	18	"Pork chop, pan-cooked w/ oil"	O	RAP	1	Zinc	27.6	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301266
200301	19	"Pork sausage (link/patty), oven-cooked"	O	RAP	1	Arsenic	0	mg/kg		0.02	0.05		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	19	"Pork sausage (link/patty), oven-cooked"	O			Cadmium	0.006	mg/kg	TR	0.003	0.01		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	19	"Pork sausage (link/patty), oven-cooked"	O			Calcium	235	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	19	"Pork sausage (link/patty), oven-cooked"	O			Copper	0.812	mg/kg	TR	0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	19	"Pork sausage (link/patty), oven-cooked"	O			Iron	15.1	mg/kg		0.9	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	19	"Pork sausage (link/patty), oven-cooked"	O			Lead	0	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	19	"Pork sausage (link/patty), oven-cooked"	O			Magnesium	220	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	19	"Pork sausage (link/patty), oven-cooked"	O			Manganese	0.538	mg/kg	TR	0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	19	"Pork sausage (link/patty), oven-cooked"	O			Nickel	0	mg/kg		0.03	0.1		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	19	"Pork sausage (link/patty), oven-cooked"	O			Phosphorus	1940	mg/kg		20	50		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	19	"Pork sausage (link/patty), oven-cooked"	O			Potassium	3710	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	19	"Pork sausage (link/patty), oven-cooked"	O	RAP	1	Selenium	0.251	mg/kg		0.02	0.05		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	19	"Pork sausage (link/patty), oven-cooked"	O			Sodium	7390	mg/kg		9	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	19	"Pork sausage (link/patty), oven-cooked"	O			Zinc	29.5	mg/kg		0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	20	"Pork bacon, oven-cooked"	O			Arsenic	0	mg/kg	TR	0.02	0.05		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	20	"Pork bacon, oven-cooked"	O			Cadmium	0.003	mg/kg	TR	0.003	0.01		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	20	"Pork bacon, oven-cooked"	O	RAP	1	Calcium	109	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	20	"Pork bacon, oven-cooked"	O	RAP	1	Copper	0.917	mg/kg	TR	0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	20	"Pork bacon, oven-cooked"	O	RAP	1	Iron	8.65	mg/kg		0.9	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	20	"Pork bacon, oven-cooked"	O			Lead	0	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	20	"Pork bacon, oven-cooked"	O	RAP	1	Magnesium	225	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	20	"Pork bacon, oven-cooked"	O	RAP	1	Manganese	0	mg/kg		0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	20	"Pork bacon, oven-cooked"	O			Nickel	0.061	mg/kg	TR	0.03	0.1		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	20	"Pork bacon, oven-cooked"	O	RAP	1	Phosphorus	3920	mg/kg		20	50		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	20	"Pork bacon, oven-cooked"	O	RAP	1	Potassium	4250	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	20	"Pork bacon, oven-cooked"	O			Selenium	0.484	mg/kg		0.02	0.05		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	20	"Pork bacon, oven-cooked"	O	RAP	2	Sodium	16900	mg/kg		9	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301126
200301	20	"Pork bacon, oven-cooked"	O	RAP	1	Zinc	27	mg/kg		0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	21	"Pork roast, loin, oven-roasted"	O			Arsenic	0	mg/kg	TR	0.02	0.05		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	21	"Pork roast, loin, oven-roasted"	O			Cadmium	0	mg/kg		0.002	0.007		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	21	"Pork roast, loin, oven-roasted"	O	RAP	1	Calcium	117	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	21	"Pork roast, loin, oven-roasted"	O	RAP	1	Copper	0.661	mg/kg	TR	0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	21	"Pork roast, loin, oven-roasted"	O	RAP	1	Iron	7.86	mg/kg		0.9	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	21	"Pork roast, loin, oven-roasted"	O			Lead	0	mg/kg		0.01	0.04		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	21	"Pork roast, loin, oven-roasted"	O	RAP	1	Magnesium	206	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	21	"Pork roast, loin, oven-roasted"	O	RAP	1	Manganese	0	mg/kg		0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	21	"Pork roast, loin, oven-roasted"	O			Nickel	0	mg/kg	TR	0.03	0.08		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	21	"Pork roast, loin, oven-roasted"	O	RAP	1	Phosphorus	2420	mg/kg		20	50		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	21	"Pork roast, loin, oven-roasted"	O	RAP	1	Potassium	5390	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	21	"Pork roast, loin, oven-roasted"	O			Selenium	0.339	mg/kg		0.02	0.05		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	21	"Pork roast, loin, oven-roasted"	O	RAP	1	Sodium	1360	mg/kg		9	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	21	"Pork roast, loin, oven-roasted"	O	RAP	1	Zinc	28.4	mg/kg		0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	22	"Lamb chop, pan-cooked w/ oil"	O			Arsenic	0	mg/kg		0.02	0.05		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	22	"Lamb chop, pan-cooked w/ oil"	O			Cadmium	0	mg/kg		0.002	0.007		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	22	"Lamb chop, pan-cooked w/ oil"	O			Calcium	342	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	22	"Lamb chop, pan-cooked w/ oil"	O			Copper	1.56	mg/kg	TR	0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	22	"Lamb chop, pan-cooked w/ oil"	O			Iron	25.8	mg/kg		0.9	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	22	"Lamb chop, pan-cooked w/ oil"	O			Lead	0	mg/kg		0.01	0.04		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	22	"Lamb chop, pan-cooked w/ oil"	O			Magnesium	308	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	22	"Lamb chop, pan-cooked w/ oil"	O			Manganese	0	mg/kg		0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	22	"Lamb chop, pan-cooked w/ oil"	O			Nickel	0.055	mg/kg	TR	0.03	0.08		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	22	"Lamb chop, pan-cooked w/ oil"	O			Phosphorus	2650	mg/kg		20	50		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	22	"Lamb chop, pan-cooked w/ oil"	O			Potassium	3840	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	22	"Lamb chop, pan-cooked w/ oil"	O			Selenium	0.224	mg/kg		0.02	0.05		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	22	"Lamb chop, pan-cooked w/ oil"	O			Sodium	854	mg/kg		9	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	22	"Lamb chop, pan-cooked w/ oil"	O			Zinc	51.9	mg/kg		0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	26	"Turkey breast, oven-roasted"	O			Arsenic	0.011	mg/kg	TR	0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	26	"Turkey breast, oven-roasted"	O			Cadmium	0	mg/kg	TR	0.002	0.005		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	26	"Turkey breast, oven-roasted"	O			Calcium	69.6	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	26	"Turkey breast, oven-roasted"	O			Copper	0.368	mg/kg	TR	0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	26	"Turkey breast, oven-roasted"	O			Iron	4.12	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	26	"Turkey breast, oven-roasted"	O			Lead	0	mg/kg		0.007	0.03		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	26	"Turkey breast, oven-roasted"	O			Magnesium	283	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	26	"Turkey breast, oven-roasted"	O			Manganese	0	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	26	"Turkey breast, oven-roasted"	O			Mercury	0	mg/kg		0.01	0.04		KCM TD M4 & E6 (CVAAS; Hg; Food)	CVAAS	301
200301	26	"Turkey breast, oven-roasted"	O	RAP	1	Nickel	0.065	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	26	"Turkey breast, oven-roasted"	O			Phosphorus	2680	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	26	"Turkey breast, oven-roasted"	O			Potassium	3630	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	26	"Turkey breast, oven-roasted"	O			Selenium	0.391	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	26	"Turkey breast, oven-roasted"	O			Sodium	2290	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	26	"Turkey breast, oven-roasted"	O			Zinc	13.8	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	27	"Liver (beef/calf), pan-cooked w/ oil"	O			Arsenic	0	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	27	"Liver (beef/calf), pan-cooked w/ oil"	O			Cadmium	0.029	mg/kg		0.003	0.01		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	27	"Liver (beef/calf), pan-cooked w/ oil"	O			Calcium	56.3	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	27	"Liver (beef/calf), pan-cooked w/ oil"	O			Copper	101	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	27	"Liver (beef/calf), pan-cooked w/ oil"	O			Iron	64.3	mg/kg		0.7	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	27	"Liver (beef/calf), pan-cooked w/ oil"	O			Lead	0	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	27	"Liver (beef/calf), pan-cooked w/ oil"	O			Magnesium	212	mg/kg		3	10		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	27	"Liver (beef/calf), pan-cooked w/ oil"	O			Manganese	3.04	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	27	"Liver (beef/calf), pan-cooked w/ oil"	O			Mercury	0	mg/kg		0.01	0.04		KCM TD M4 & E6 (CVAAS; Hg; Food)	CVAAS	301
200301	27	"Liver (beef/calf), pan-cooked w/ oil"	O			Nickel	0	mg/kg		0.03	0.1		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	316
200301	27	"Liver (beef/calf), pan-cooked w/ oil"	O			Phosphorus	4230	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	27	"Liver (beef/calf), pan-cooked w/ oil"	O			Potassium	3210	mg/kg		8	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	27	"Liver (beef/calf), pan-cooked w/ oil"	O			Selenium	0.978	mg/kg		0.01	0.04		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	312
200301	27	"Liver (beef/calf), pan-cooked w/ oil"	O			Sodium	625	mg/kg		7	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	27	"Liver (beef/calf), pan-cooked w/ oil"	O			Zinc	43	mg/kg		0.3	0.9		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301087
200301	28	"Frankfurter (beef/pork), boiled"	O			Arsenic	0	mg/kg		0.02	0.05		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	311
200301	28	"Frankfurter (beef/pork), boiled"	O			Cadmium	0.006	mg/kg	TR	0.003	0.01		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	315
200301	28	"Frankfurter (beef/pork), boiled"	O	RAP	1	Calcium	845	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	28	"Frankfurter (beef/pork), boiled"	O	RAP	1	Copper	0	mg/kg		0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	28	"Frankfurter (beef/pork), boiled"	O	RAP	1	Iron	12.3	mg/kg		0.9	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	28	"Frankfurter (beef/pork), boiled"	O			Lead	0	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	315
200301	28	"Frankfurter (beef/pork), boiled"	O	RAP	1	Magnesium	138	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	28	"Frankfurter (beef/pork), boiled"	O	RAP	1	Manganese	0	mg/kg		0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	28	"Frankfurter (beef/pork), boiled"	O			Nickel	0.085	mg/kg	TR	0.03	0.1		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	315
200301	28	"Frankfurter (beef/pork), boiled"	O	RAP	1	Phosphorus	1960	mg/kg		20	50		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	28	"Frankfurter (beef/pork), boiled"	O	RAP	1	Potassium	1040	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	28	"Frankfurter (beef/pork), boiled"	O			Selenium	0.106	mg/kg		0.02	0.05		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	311
200301	28	"Frankfurter (beef/pork), boiled"	O	RAP	1	Sodium	8690	mg/kg		9	30		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	28	"Frankfurter (beef/pork), boiled"	O	RAP	1	Zinc	15.1	mg/kg		0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	29	Bologna (beef/pork)	O			Arsenic	0	mg/kg		0.02	0.05		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	311
200301	29	Bologna (beef/pork)	O			Cadmium	0.006	mg/kg	TR	0.003	0.01		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	315
200301	29	Bologna (beef/pork)	O	RAP	1	Calcium	1100	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	29	Bologna (beef/pork)	O	RAP	1	Copper	0	mg/kg		0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	29	Bologna (beef/pork)	O	RAP	1	Iron	10.8	mg/kg		0.9	3		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	29	Bologna (beef/pork)	O			Lead	0	mg/kg		0.02	0.05		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	315
200301	29	Bologna (beef/pork)	O	RAP	1	Magnesium	156	mg/kg		4	20		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	29	Bologna (beef/pork)	O	RAP	1	Manganese	0	mg/kg		0.4	2		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	29	Bologna (beef/pork)	O			Nickel	0.05	mg/kg	TR	0.03	0.1		"KCM TD M5 & E2 (GFAAS; Cd, Ni & Pb; Food)"	GFAAS	315
200301	29	Bologna (beef/pork)	O	RAP	1	Phosphorus	2060	mg/kg		20	50		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	29	Bologna (beef/pork)	O	RAP	1	Potassium	3330	mg/kg		10	40		"KCM TD M2 & E1 (ICPAES; Ca, Cu, Fe, Mg, Mn, P, K, Na, Zn; Food)"	ICPAES	200301348
200301	29	Bologna (beef/pork)	O			Selenium	0.126	mg/kg		0.02	0.05		KCM TD M2 & E5 (HGAAS; As & Se; Food)	HGAAS	311
